,id,retweet_count,favorite_count,lang
1638,684147889187209216,1703,3265,en
1639,684122891630342144,539,2176,en
1640,684097758874210310,1621,4515,en
1641,683857920510050305,1262,4163,en
1642,683852578183077888,397,2111,en
1643,683849932751646720,1116,2896,en
1644,683834909291606017,1265,2880,en
1645,683828599284170753,1195,3053,en
1646,683773439333797890,1533,3684,en
1647,683742671509258241,3781,7162,en
1648,683515932363329536,3291,8058,en
1649,683498322573824003,1095,3469,en
1650,683481228088049664,1118,2878,en
1651,683462770029932544,761,2676,en
1652,683449695444799489,1837,4290,en
1653,683391852557561860,2702,8356,en
1654,683357973142474752,1059,3238,en
1655,683142553609318400,1173,3162,en
1656,683111407806746624,1034,3736,en
1657,683098815881154561,736,2361,nl
1658,683078886620553216,634,2176,en
1659,683030066213818368,832,2370,en
1660,682962037429899265,15043,26239,en
1661,682808988178739200,210,1953,en
1662,682788441537560576,1258,2706,en
1663,682750546109968385,494,1674,en
1664,682697186228989953,397,1440,in
1665,682662431982772225,1207,3326,en
1666,682638830361513985,675,2266,en
1667,682429480204398592,1320,3769,en
1668,682406705142087680,2019,8319,en
1669,682393905736888321,773,2441,en
1670,682389078323662849,518,1828,en
1671,682303737705140231,1135,3389,en
1672,682259524040966145,1375,4578,en
1673,682242692827447297,1341,3566,en
1674,682088079302213632,11271,20108,en
1675,682059653698686977,1915,5442,en
1676,682047327939461121,1088,3525,en
1677,682032003584274432,2294,7223,en
1678,682003177596559360,1722,3464,en
1679,681981167097122816,1161,3043,en
1680,681891461017812993,951,2706,en
1681,681694085539872773,4581,14010,en
1682,681679526984871937,499,1923,en
1683,681654059175129088,1045,2903,en
1684,681610798867845120,533,2100,en
1685,681579835668455424,1489,3893,en
1686,681523177663676416,6620,15749,en
1687,681340665377193984,313,1803,en
1688,681339448655802368,4598,10202,en
1689,681320187870711809,863,2918,en
1690,681302363064414209,2072,4347,en
1691,681297372102656000,1091,3490,en
1692,681281657291280384,1258,3520,en
1693,681261549936340994,308,1597,en
1694,681242418453299201,624,1645,en
1695,681231109724700672,540,2629,en
1696,681193455364796417,1691,4077,en
1697,680970795137544192,749,2665,en
1698,680959110691590145,2243,4986,en
1699,680940246314430465,1225,3544,en
1700,680934982542561280,497,2285,en
1701,680913438424612864,705,2609,en
1702,680889648562991104,418,1945,en
1703,680836378243002368,1513,3766,en
1704,680805554198020098,751,2370,en
1705,680801747103793152,925,2600,en
1706,680798457301471234,1182,3134,en
1707,680609293079592961,816,2906,en
1708,680583894916304897,1514,3939,en
1709,680497766108381184,2162,4639,en
1710,680494726643068929,542,1879,en
1711,680473011644985345,844,2778,en
1712,680440374763077632,564,1583,en
1713,680221482581123072,329,1598,en
1714,680206703334408192,1323,3115,en
1715,680191257256136705,577,2356,en
1716,680176173301628928,1760,4263,en
1717,680161097740095489,828,2538,en
1718,680145970311643136,1972,3955,en
1719,680130881361686529,1078,2519,en
1720,680115823365742593,1028,2972,en
1721,680100725817409536,1554,3891,en
1722,680085611152338944,10034,13959,en
1723,680070545539371008,994,2818,en
1724,680055455951884288,8067,18278,en
1725,679877062409191424,726,2155,en
1726,679872969355714560,749,2365,en
1727,679862121895714818,706,2678,en
1728,679854723806179328,1402,3143,en
1729,679844490799091713,887,2593,en
1730,679828447187857408,15839,39726,en
1731,679777920601223168,1281,3390,en
1732,679736210798047232,918,2311,en
1733,679729593985699840,937,2367,en
1734,679722016581222400,539,1817,en
1735,679530280114372609,2347,5208,en
1736,679527802031484928,823,2892,en
1737,679511351870550016,1461,3711,en
1738,679503373272485890,1673,3484,en
1739,679475951516934144,728,2304,en
1740,679462823135686656,21324,34856,en
1741,679405845277462528,1364,2594,en
1742,679158373988876288,9193,23568,en
1743,679148763231985668,1163,3028,en
1744,679132435750195208,1314,3253,en
1745,679111216690831360,2893,6514,en
1746,679062614270468097,9299,18712,en
1747,679047485189439488,781,2460,en
1748,679001094530465792,1378,3075,en
1749,678991772295516161,1333,2537,en
1750,678969228704284672,528,1796,en
1751,678800283649069056,1018,2810,en
1752,678798276842360832,1350,3804,en
1753,678774928607469569,1043,3037,en
1754,678767140346941444,1553,3864,en
1755,678764513869611008,544,1788,en
1756,678755239630127104,3741,7802,en
1757,678740035362037760,1926,4099,en
1758,678708137298427904,2753,6082,en
1759,678675843183484930,1680,3155,en
1760,678643457146150913,489,2250,en
1761,678446151570427904,1785,4358,en
1762,678424312106393600,2880,5916,en
1763,678410210315247616,2072,4640,en
1764,678399652199309312,30742,61794,en
1765,678396796259975168,478,1731,en
1766,678389028614488064,473,2044,en
1767,678380236862578688,1020,2655,en
1768,678341075375947776,612,1896,en
1769,678334497360859136,304,1427,en
1770,678278586130948096,6857,12531,en
1771,678255464182861824,418,1726,en
1772,678023323247357953,439,2095,en
1773,678021115718029313,7148,15018,en
1774,677961670166224897,1879,3701,en
1775,677918531514703872,463,1476,en
1776,677895101218201600,2384,5275,en
1777,677716515794329600,1104,3323,en
1778,677700003327029250,1622,3689,en
1779,677698403548192770,363,1332,en
1780,677687604918272002,950,2681,en
1781,677673981332312066,1677,3603,en
1782,677662372920729601,1101,2134,en
1783,677644091929329666,886,2040,en
1784,677573743309385728,819,2322,en
1785,677565715327688705,513,1409,en
1786,677557565589463040,1322,2665,en
1787,677547928504967168,4076,7568,en
1788,677530072887205888,250,1161,en
1789,677335745548390400,2017,3328,en
1790,677334615166730240,328,1477,en
1791,677331501395156992,265,1189,en
1792,677328882937298944,1693,3938,en
1793,677314812125323265,611,1799,en
1794,677301033169788928,471,1362,en
1795,677269281705472000,790,2164,en
1796,677228873407442944,1840,3837,en
1797,677187300187611136,1033,2981,en
1798,676975532580409345,1203,3015,en
1799,676957860086095872,907,2395,en
1800,676949632774234114,448,1413,en
1801,676948236477857792,980,2354,en
1802,676946864479084545,426,1844,en
1803,676942428000112642,855,2261,en
1804,676936541936185344,5515,13809,en
1805,676916996760600576,2002,3231,en
1806,676897532954456065,817,2426,en
1807,676864501615042560,808,2294,en
1808,676821958043033607,17605,25124,en
1809,676819651066732545,741,1957,en
1810,676811746707918848,469,1536,en
1811,676776431406465024,2249,5405,en
1812,676617503762681856,1108,3149,en
1813,676613908052996102,219,1183,en
1814,676606785097199616,490,2039,en
1815,676603393314578432,440,1280,en
1816,676593408224403456,2410,4954,en
1817,676590572941893632,142,1001,en
1818,676588346097852417,896,2533,en
1819,676582956622721024,312,1310,en
1820,676575501977128964,1254,2807,en
1821,676533798876651520,621,2025,en
1822,676496375194980353,602,1641,en
1823,676470639084101634,5224,12616,en
1824,676440007570247681,748,1863,en
1825,676430933382295552,385,1526,en
1826,676263575653122048,609,2243,en
1827,676237365392908289,331,1335,en
1828,676219687039057920,31989,67100,en
1829,676215927814406144,661,1881,en
1830,676191832485810177,1145,2478,en
1831,676146341966438401,744,2077,en
1832,676121918416756736,1297,2335,en
1833,676101918813499392,1284,3042,en
1834,676098748976615425,1623,3279,en
1835,676089483918516224,483,1431,en
1836,675898130735476737,653,1774,en
1837,675891555769696257,976,2297,en
1838,675888385639251968,1067,2581,en
1839,675878199931371520,1570,4531,en
1840,675870721063669760,632,1783,en
1841,675853064436391936,1460,2927,en
1842,675849018447167488,172,1027,en
1843,675845657354215424,1000,2477,en
1844,675822767435051008,591,1652,en
1845,675820929667219457,260,1140,en
1846,675798442703122432,3787,11101,en
1847,675781562965868544,537,1750,en
1848,675740360753160193,388,1257,en
1849,675710890956750848,928,2046,en
1850,675707330206547968,771,2154,en
1851,675706639471788032,106,693,en
1852,675534494439489536,470,1953,en
1853,675531475945709568,428,1276,en
1854,675522403582218240,316,1122,en
1855,675517828909424640,507,1414,en
1856,675501075957489664,6485,18482,en
1857,675497103322386432,1443,3397,en
1858,675489971617296384,672,1406,en
1859,675483430902214656,1081,1985,en
1860,675432746517426176,627,1623,en
1861,675372240448454658,563,1838,en
1862,675362609739206656,262,1136,en
1863,675354435921575936,18963,35178,en
1864,675349384339542016,2532,4237,en
1865,675334060156301312,1436,3007,en
1866,675166823650848770,1795,3920,en
1867,675153376133427200,2734,6072,en
1868,675149409102012420,1878,4037,en
1869,675147105808306176,273,1026,en
1870,675146535592706048,349,1300,en
1871,675145476954566656,1011,2305,en
1872,675135153782571009,542,1398,en
1873,675113801096802304,877,2120,en
1874,675111688094527488,283,1042,en
1875,675109292475830276,1259,3006,en
1876,675047298674663426,366,1141,en
1877,675015141583413248,1335,2918,en
1878,675006312288268288,252,1057,en
1879,675003128568291329,517,1672,en
1880,674999807681908736,1232,2433,en
1881,674805413498527744,391,934,en
1882,674800520222154752,949,3240,en
1883,674793399141146624,1225,2697,en
1884,674790488185167872,278,1180,nl
1885,674788554665512960,230,871,en
1886,674781762103414784,1335,2169,en
1887,674774481756377088,532,1213,en
1888,674767892831932416,883,1981,en
1889,674764817387900928,263,852,en
1890,674754018082705410,488,1456,en
1891,674752233200820224,516,1580,en
1892,674743008475090944,607,1514,en
1893,674742531037511680,55,527,en
1894,674739953134403584,437,1194,en
1895,674737130913071104,103,693,en
1896,674690135443775488,510,1237,en
1897,674670581682434048,729,1751,en
1898,674664755118911488,276,994,en
1899,674646392044941312,557,1533,en
1900,674644256330530816,311,1111,en
1901,674638615994089473,650,1806,en
1902,674632714662858753,637,1617,en
1903,674606911342424069,115,1013,en
1904,674468880899788800,2275,6676,en
1905,674447403907457024,393,1137,en
1906,674436901579923456,426,1198,en
1907,674422304705744896,592,1536,en
1908,674416750885273600,157,731,en
1909,674410619106390016,515,1289,en
1910,674394782723014656,635,1607,en
1911,674372068062928900,346,931,en
1912,674330906434379776,83,602,und
1913,674318007229923329,570,1516,en
1914,674307341513269249,7641,12129,en
1915,674291837063053312,6533,15817,en
1916,674271431610523648,800,1682,en
1917,674269164442398721,255,961,en
1918,674265582246694913,936,1766,en
1919,674262580978937856,498,1391,en
1920,674255168825880576,619,1581,en
1921,674082852460433408,186,804,en
1922,674075285688614912,316,1047,en
1923,674063288070742018,2450,6769,en
1924,674053186244734976,1441,3576,en
1925,674051556661161984,530,1564,en
1926,674045139690631169,710,1520,en
1927,674042553264685056,142,772,en
1928,674038233588723717,456,1176,en
1929,674036086168010753,240,906,en
1930,674024893172875264,1360,1914,en
1931,674019345211760640,340,1208,en
1932,674014384960745472,714,1676,en
1933,674008982932058114,393,1297,en
1934,673956914389192708,1069,2091,en
1935,673919437611909120,401,1251,en
1936,673906403526995968,1799,3406,en
1937,673887867907739649,274,994,en
1938,673716320723169284,843,3289,en
1939,673715861853720576,2303,3815,en
1940,673711475735838725,325,1114,en
1941,673709992831262724,306,908,en
1942,673708611235921920,315,1153,en
1943,673707060090052608,434,1177,en
1944,673705679337693185,439,1337,en
1945,673700254269775872,638,1532,en
1946,673697980713705472,2165,4067,en
1947,673689733134946305,700,1855,en
1948,673688752737402881,534,1325,en
1949,673686845050527744,479,1544,en
1950,673680198160809984,521,1460,en
1951,673662677122719744,397,1339,en
1952,673656262056419329,265,769,en
1953,673636718965334016,404,1194,en
1954,673612854080196609,802,1691,en
1955,673583129559498752,403,1273,en
1956,673580926094458881,297,882,en
1957,673576835670777856,613,1482,en
1958,673363615379013632,338,1088,en
1959,673359818736984064,728,1558,en
1960,673355879178194945,652,1606,en
1961,673352124999274496,597,1761,en
1962,673350198937153538,229,784,en
1963,673345638550134785,1422,2700,en
1964,673343217010679808,289,1038,en
1965,673342308415348736,649,1362,en
1966,673320132811366400,8705,14441,en
1967,673317986296586240,293,924,en
1968,673295268553605120,3484,8046,en
1969,673270968295534593,400,1134,en
1970,673240798075449344,798,1510,en
1971,673213039743795200,929,2410,en
1972,673148804208660480,688,1822,en
1973,672997845381865473,786,2092,en
1974,672995267319328768,328,1001,en
1975,672988786805112832,314,1039,en
1976,672984142909456390,593,1338,en
1977,672980819271634944,1079,1930,en
1978,672975131468300288,1015,1813,en
1979,672970152493887488,391,1019,en
1980,672968025906282496,602,1405,en
1981,672964561327235073,701,1530,en
1982,672902681409806336,550,1452,en
1983,672898206762672129,459,944,en
1984,672884426393653248,897,1661,en
1985,672877615439593473,405,1096,en
1986,672834301050937345,623,1398,en
1987,672828477930868736,533,1343,en
1988,672640509974827008,348,1032,en
1989,672622327801233409,542,1377,en
1990,672614745925664768,644,1302,en
1991,672609152938721280,424,1180,en
1992,672604026190569472,445,1188,en
1993,672594978741354496,661,1411,en
1994,672591762242805761,367,1014,en
1995,672591271085670400,207,782,en
1996,672538107540070400,404,1089,en
1997,672523490734551040,189,696,en
1998,672488522314567680,482,1187,en
1999,672482722825261057,665,1221,en
2000,672481316919734272,137,757,en
2001,672475084225949696,770,1529,en
2002,672466075045466113,598,1447,en
2003,672272411274932228,3677,6888,en
2004,672267570918129665,666,1588,en
2005,672264251789176834,383,1212,en
2006,672256522047614977,1699,2999,en
2007,672254177670729728,800,1515,en
2008,672248013293752320,656,1833,en
2009,672245253877968896,169,733,en
2010,672239279297454080,347,953,en
2011,672231046314901505,1089,1956,en
2012,672222792075620352,231,833,en
2013,672205392827572224,1270,2414,en
2014,672169685991993344,408,1074,en
2015,672160042234327040,395,918,en
2016,672139350159835138,792,1876,en
2017,672125275208069120,1253,2578,en
2018,672095186491711488,395,1063,en
2019,672082170312290304,402,1003,en
2020,672068090318987265,564,1389,en
2021,671896809300709376,4519,9016,en
2022,671891728106971137,618,1415,en
2023,671882082306625538,1488,3693,en
2024,671879137494245376,748,1507,en
2025,671874878652489728,601,1330,en
2026,671866342182637568,548,1191,en
2027,671855973984772097,502,977,en
2028,671789708968640512,3811,7527,en
2029,671768281401958400,572,1269,en
2030,671763349865160704,999,1788,en
2031,671744970634719232,841,1430,en
2032,671743150407421952,248,779,en
2033,671735591348891648,819,1534,en
2034,671729906628341761,4795,9119,en
2035,671561002136281088,7931,13679,en
2036,671550332464455680,229,967,en
2037,671547767500775424,658,1444,en
2038,671544874165002241,1145,2126,en
2039,671542985629241344,616,1166,en
2040,671538301157904385,436,993,en
2041,671536543010570240,441,1253,en
2042,671533943490011136,631,1092,en
2043,671528761649688577,280,896,en
2044,671520732782923777,582,1499,en
2045,671518598289059840,319,1010,en
2046,671511350426865664,791,1734,en
2047,671504605491109889,3866,7495,en
2048,671497587707535361,481,980,en
2049,671488513339211776,516,1073,en
2050,671486386088865792,226,621,en
2051,671485057807351808,253,806,en
2052,671390180817915904,805,1513,en
2053,671362598324076544,325,1193,en
2054,671357843010908160,157,426,en
2055,671355857343524864,119,508,en
2056,671347597085433856,476,1031,en
2057,671186162933985280,241,788,en
2058,671182547775299584,378,1193,en
2059,671166507850801152,390,931,en
2060,671163268581498880,1198,1763,en
2061,671159727754231808,89,401,en
2062,671154572044468225,241,769,en
2063,671151324042559489,166,714,en
2064,671147085991960577,254,713,en
2065,671141549288370177,713,1246,en
2066,671138694582165504,448,996,en
2067,671134062904504320,212,796,en
2068,671122204919246848,2763,3729,en
2069,671115716440031232,842,1436,en
2070,671109016219725825,478,1225,en
2071,670995969505435648,317,1175,en
2072,670842764863651840,4324,7989,en
2073,670840546554966016,213,634,en
2074,670838202509447168,758,1189,en
2075,670833812859932673,135,474,en
2076,670832455012716544,242,780,en
2077,670826280409919488,4485,5961,en
2078,670823764196741120,205,824,en
2079,670822709593571328,105,647,en
2080,670815497391357952,1708,3410,en
2081,670811965569282048,295,1202,en
2082,670807719151067136,546,1234,en
2083,670804601705242624,1035,2098,en
2084,670803562457407488,95,362,en
2085,670797304698376195,262,780,en
2086,670792680469889025,298,889,en
2087,670789397210615808,255,700,en
2088,670786190031921152,218,640,en
2089,670783437142401025,431,872,en
2090,670782429121134593,863,1691,en
2091,670780561024270336,317,831,en
2092,670778058496974848,77,345,en
2093,670764103623966721,466,1154,en
2094,670755717859713024,123,475,en
2095,670733412878163972,558,1030,en
2096,670727704916926465,403,887,en
2097,670717338665226240,547,1301,en
2098,670704688707301377,405,814,en
2099,670691627984359425,266,632,en
2100,670679630144274432,315,799,en
2101,670676092097810432,45,267,en
2102,670668383499735048,5537,11452,en
2103,670474236058800128,835,1635,en
2104,670468609693655041,90,375,en
2105,670465786746662913,608,1048,en
2106,670452855871037440,225,580,en
2107,670449342516494336,729,1264,en
2108,670444955656130560,2153,7120,en
2109,670442337873600512,213,690,en
2110,670435821946826752,570,1127,en
2111,670434127938719744,708,1501,en
2112,670433248821026816,122,345,en
2113,670428280563085312,694,1484,en
2114,670427002554466305,179,551,en
2115,670421925039075328,709,1415,en
2116,670420569653809152,342,668,en
2117,670417414769758208,350,604,en
2118,670411370698022913,991,2176,en
2119,670408998013820928,249,600,en
2120,670403879788544000,173,460,en
2121,670385711116361728,234,593,en
2122,670374371102445568,295,785,en
2123,670361874861563904,71,344,en
2124,670338931251150849,122,451,en
2125,670319130621435904,1359,4110,en
2126,670303360680108032,151,452,en
2127,670290420111441920,315,750,en
2128,670093938074779648,365,1106,en
2129,670086499208155136,275,740,en
2130,670079681849372674,1373,2390,en
2131,670073503555706880,874,1674,en
2132,670069087419133954,278,676,en
2133,670061506722140161,373,822,en
2134,670055038660800512,357,716,en
2135,670046952931721218,191,684,en
2136,670040295598354432,118,801,en
2137,670037189829525505,306,625,en
2138,670003130994700288,100,352,en
2139,669993076832759809,92,344,en
2140,669972011175813120,175,471,en
2141,669970042633789440,65,317,en
2142,669942763794931712,183,536,en
2143,669926384437997569,115,400,en
2144,669923323644657664,64,250,en
2145,669753178989142016,431,858,en
2146,669749430875258880,71,289,en
2147,669684865554620416,99,551,en
2148,669683899023405056,119,412,en
2149,669682095984410625,146,375,en
2150,669680153564442624,311,712,en
2151,669661792646373376,482,860,en
2152,669625907762618368,1963,3769,en
2153,669603084620980224,401,1006,en
2154,669597912108789760,163,550,en
2155,669583744538451968,1017,1587,en
2156,669573570759163904,156,467,en
2157,669571471778410496,1085,1684,en
2158,669567591774625800,61,248,en
2159,669564461267722241,133,413,en
2160,669393256313184256,83,383,en
2161,669375718304980992,792,1425,en
2162,669371483794317312,196,524,en
2163,669367896104181761,172,485,en
2164,669363888236994561,252,669,en
2165,669359674819481600,134,390,en
2166,669354382627049472,1390,2889,en
2167,669353438988365824,281,687,en
2168,669351434509529089,207,474,en
2169,669328503091937280,452,1081,en
2170,669327207240699904,127,610,en
2171,669324657376567296,223,525,en
2172,669216679721873412,422,958,en
2173,669214165781868544,183,468,en
2174,669203728096960512,522,1074,en
2175,669037058363662336,336,698,en
2176,669015743032369152,403,785,en
2177,669006782128353280,269,610,en
2178,669000397445533696,6965,22118,en
2179,668994913074286592,254,468,en
2180,668992363537309700,381,802,en
2181,668989615043424256,356,726,en
2182,668988183816871936,516,961,en
2183,668986018524233728,183,578,en
2184,668981893510119424,340,573,en
2185,668979806671884288,382,842,en
2186,668975677807423489,641,1386,en
2187,668967877119254528,25,161,tl
2188,668960084974809088,263,757,en
2189,668955713004314625,77,300,en
2190,668932921458302977,63,284,en
2191,668902994700836864,107,338,en
2192,668892474547511297,164,422,en
2193,668872652652679168,322,566,en
2194,668852170888998912,184,479,en
2195,668826086256599040,150,467,en
2196,668815180734689280,291,610,en
2197,668779399630725120,409,749,en
2198,668655139528511488,233,562,en
2199,668645506898350081,588,962,en
2200,668643542311546881,576,939,en
2201,668641109086707712,573,1145,en
2202,668636665813057536,528,1114,en
2203,668633411083464705,1788,3024,en
2204,668631377374486528,349,763,en
2205,668627278264475648,123,341,en
2206,668625577880875008,140,417,en
2207,668623201287675904,851,1551,en
2208,668620235289837568,45,211,en
2209,668614819948453888,341,654,en
2210,668587383441514497,1174,1760,en
2211,668567822092664832,62,265,en
2212,668544745690562560,250,561,en
2213,668542336805281792,231,497,en
2214,668537837512433665,79,265,en
2215,668528771708952576,242,496,en
2216,668507509523615744,116,345,en
2217,668496999348633600,146,436,en
2218,668484198282485761,253,453,en
2219,668480044826800133,162,491,en
2220,668466899341221888,560,936,en
2221,668297328638447616,319,656,en
2222,668291999406125056,34,264,en
2223,668286279830867968,149,535,en
2224,668274247790391296,248,886,en
2225,668268907921326080,261,592,en
2226,668256321989451776,667,1385,en
2227,668248472370458624,523,1056,en
2228,668237644992782336,3100,6614,en
2229,668226093875376128,115,323,en
2230,668221241640230912,215,537,en
2231,668204964695683073,206,586,en
2232,668190681446379520,210,696,en
2233,668171859951755264,208,525,en
2234,668154635664932864,336,522,en
2235,668142349051129856,306,592,en
2236,668113020489474048,265,709,en
2237,667937095915278337,866,1356,en
2238,667924896115245057,119,318,en
2239,667915453470232577,59,222,en
2240,667911425562669056,329,523,en
2241,667902449697558528,396,905,en
2242,667886921285246976,1180,2011,en
2243,667885044254572545,530,868,en
2244,667878741721415682,127,409,en
2245,667873844930215936,440,667,en
2246,667866724293877760,1110,3172,en
2247,667861340749471744,86,253,en
2248,667832474953625600,68,303,en
2249,667806454573760512,535,1111,en
2250,667801013445750784,101,346,en
2251,667793409583771648,358,736,en
2252,667782464991965184,261,434,en
2253,667773195014021121,61,243,en
2254,667766675769573376,243,476,en
2255,667728196545200128,162,398,en
2256,667724302356258817,341,517,en
2257,667550904950915073,37,0,en
2258,667550882905632768,34,0,ro
2259,667549055577362432,2454,6138,en
2260,667546741521195010,138,355,en
2261,667544320556335104,568,917,en
2262,667538891197542400,72,220,en
2263,667534815156183040,576,866,en
2264,667530908589760512,264,501,en
2265,667524857454854144,1198,1798,en
2266,667517642048163840,203,389,en
2267,667509364010450944,2272,7148,en
2268,667502640335572993,231,563,en
2269,667495797102141441,294,565,en
2270,667491009379606528,242,559,en
2271,667470559035432960,102,273,en
2272,667455448082227200,66,203,en
2273,667453023279554560,96,327,en
2274,667443425659232256,620,833,en
2275,667437278097252352,257,483,en
2276,667435689202614272,89,326,nl
2277,667405339315146752,234,489,en
2278,667393430834667520,60,211,en
2279,667369227918143488,173,385,en
2280,667211855547486208,258,516,en
2281,667200525029539841,282,658,en
2282,667192066997374976,115,414,et
2283,667188689915760640,449,784,en
2284,667182792070062081,6618,15075,en
2285,667177989038297088,58,200,en
2286,667176164155375616,484,640,en
2287,667174963120574464,88,262,en
2288,667171260800061440,97,235,en
2289,667165590075940865,1241,2819,en
2290,667160273090932737,66,268,en
2291,667152164079423490,18285,49720,en
2292,667138269671505920,2387,4851,en
2293,667119796878725120,135,346,en
2294,667090893657276420,132,349,en
2295,667073648344346624,134,425,en
2296,667070482143944705,14,88,en
2297,667065535570550784,51,175,en
2298,667062181243039745,57,227,en
2299,667044094246576128,54,198,en
2300,667012601033924608,237,471,en
2301,666996132027977728,102,258,en
2302,666983947667116034,1040,2679,en
2303,666837028449972224,584,857,en
2304,666835007768551424,83,222,en
2305,666826780179869698,105,266,en
2306,666817836334096384,267,540,en
2307,666804364988780544,95,250,en
2308,666786068205871104,521,800,en
2309,666781792255496192,211,404,en
2310,666776908487630848,186,368,en
2311,666739327293083650,71,244,en
2312,666701168228331520,234,449,en
2313,666691418707132416,51,196,en
2314,666649482315059201,608,923,en
2315,666644823164719104,88,238,en
2316,666454714377183233,223,545,en
2317,666447344410484738,23,107,en
2318,666437273139982337,52,131,en
2319,666435652385423360,54,170,en
2320,666430724426358785,204,330,en
2321,666428276349472768,90,171,en
2322,666421158376562688,118,327,en
2323,666418789513326592,48,129,en
2324,666411507551481857,339,459,en
2325,666407126856765440,44,113,en
2326,666396247373291520,92,172,en
2327,666373753744588802,100,194,en
2328,666362758909284353,595,804,en
2329,666353288456101888,77,229,en
2330,666345417576210432,146,307,en
2331,666337882303524864,96,204,en
2332,666293911632134144,368,522,en
2333,666287406224695296,71,152,en
2334,666273097616637952,82,184,en
2335,666268910803644416,37,108,en
2336,666104133288665088,6871,14765,en
2337,666102155909144576,16,81,en
2338,666099513787052032,73,164,en
2339,666094000022159362,79,169,en
2340,666082916733198337,47,121,en
2341,666073100786774016,174,335,en
2342,666071193221509120,67,154,en
2343,666063827256086533,232,496,en
2344,666058600524156928,61,115,en
2345,666057090499244032,146,304,en
2346,666055525042405380,261,448,en
2347,666051853826850816,879,1253,en
2348,666050758794694657,60,136,en
2349,666049248165822465,41,111,en
2350,666044226329800704,147,311,en
2351,666033412701032449,47,128,en
2352,666029285002620928,48,132,en
2353,666020888022790149,532,2535,en
